613 240
1 1.00000000000000e+01 6.12323399573677e-16 0.00000000000000e+00
2 -3.06161699786838e-16 1.00000000000000e+01 0.00000000000000e+00
3 0.00000000000000e+00 1.00000000000000e+02 0.00000000000000e+00
4 1.00000000000000e+02 1.00000000000000e+02 0.00000000000000e+00
5 1.00000000000000e+02 0.00000000000000e+00 0.00000000000000e+00
6 2.58819045102521e+00 9.65925826289068e+00 0.00000000000000e+00
7 5.00000000000000e+00 8.66025403784439e+00 0.00000000000000e+00
8 7.07106781186548e+00 7.07106781186547e+00 0.00000000000000e+00
9 8.66025403784439e+00 5.00000000000000e+00 0.00000000000000e+00
10 9.65925826289068e+00 2.58819045102520e+00 0.00000000000000e+00
11 0.00000000000000e+00 1.75000000000000e+01 0.00000000000000e+00
12 0.00000000000000e+00 2.50000000000000e+01 0.00000000000000e+00
13 0.00000000000000e+00 3.25000000000000e+01 0.00000000000000e+00
14 0.00000000000000e+00 4.00000000000000e+01 0.00000000000000e+00
15 0.00000000000000e+00 4.75000000000000e+01 0.00000000000000e+00
16 0.00000000000000e+00 5.50000000000000e+01 0.00000000000000e+00
17 0.00000000000000e+00 6.25000000000000e+01 0.00000000000000e+00
18 0.00000000000000e+00 7.00000000000000e+01 0.00000000000000e+00
19 0.00000000000000e+00 7.75000000000000e+01 0.00000000000000e+00
20 0.00000000000000e+00 8.50000000000000e+01 0.00000000000000e+00
21 0.00000000000000e+00 9.25000000000000e+01 0.00000000000000e+00
22 8.33333333333333e+00 1.00000000000000e+02 0.00000000000000e+00
23 1.66666666666667e+01 1.00000000000000e+02 0.00000000000000e+00
24 2.50000000000000e+01 1.00000000000000e+02 0.00000000000000e+00
25 3.33333333333333e+01 1.00000000000000e+02 0.00000000000000e+00
26 4.16666666666667e+01 1.00000000000000e+02 0.00000000000000e+00
27 5.00000000000000e+01 1.00000000000000e+02 0.00000000000000e+00
28 5.83333333333333e+01 1.00000000000000e+02 0.00000000000000e+00
29 6.66666666666667e+01 1.00000000000000e+02 0.00000000000000e+00
30 7.50000000000000e+01 1.00000000000000e+02 0.00000000000000e+00
31 8.33333333333333e+01 1.00000000000000e+02 0.00000000000000e+00
32 9.16666666666667e+01 1.00000000000000e+02 0.00000000000000e+00
33 1.00000000000000e+02 9.16666666666667e+01 0.00000000000000e+00
34 1.00000000000000e+02 8.33333333333333e+01 0.00000000000000e+00
35 1.00000000000000e+02 7.50000000000000e+01 0.00000000000000e+00
36 1.00000000000000e+02 6.66666666666667e+01 0.00000000000000e+00
37 1.00000000000000e+02 5.83333333333333e+01 0.00000000000000e+00
38 1.00000000000000e+02 5.00000000000000e+01 0.00000000000000e+00
39 1.00000000000000e+02 4.16666666666667e+01 0.00000000000000e+00
40 1.00000000000000e+02 3.33333333333333e+01 0.00000000000000e+00
