42 52
1 1.00000000000000e+01 6.12323399573677e-16 0.00000000000000e+00
2 -3.06161699786838e-16 1.00000000000000e+01 0.00000000000000e+00
3 0.00000000000000e+00 1.00000000000000e+02 0.00000000000000e+00
4 1.00000000000000e+02 1.00000000000000e+02 0.00000000000000e+00
5 1.00000000000000e+02 0.00000000000000e+00 0.00000000000000e+00
6 3.82683432365090e+00 9.23879532511287e+00 0.00000000000000e+00
7 7.07106781186547e+00 7.07106781186548e+00 0.00000000000000e+00
8 9.23879532511287e+00 3.82683432365090e+00 0.00000000000000e+00
9 0.00000000000000e+00 1.48621524057993e+01 0.00000000000000e+00
10 0.00000000000000e+00 2.37628813675723e+01 0.00000000000000e+00
11 0.00000000000000e+00 4.71681332009626e+01 0.00000000000000e+00
12 0.00000000000000e+00 7.34191398253340e+01 0.00000000000000e+00
13 7.26656564185852e+01 0.00000000000000e+00 0.00000000000000e+00
14 4.59067867514042e+01 0.00000000000000e+00 0.00000000000000e+00
15 2.42474428489048e+01 0.00000000000000e+00 0.00000000000000e+00
16 1.45764945892518e+01 0.00000000000000e+00 0.00000000000000e+00
17 2.50000000000000e+01 1.00000000000000e+02 0.00000000000000e+00
18 5.00000000000000e+01 1.00000000000000e+02 0.00000000000000e+00
19 7.50000000000000e+01 1.00000000000000e+02 0.00000000000000e+00
20 1.00000000000000e+02 7.50000000000000e+01 0.00000000000000e+00
21 1.00000000000000e+02 5.00000000000000e+01 0.00000000000000e+00
22 1.00000000000000e+02 2.50000000000000e+01 0.00000000000000e+00
23 4.63800941244593e+00 1.46315639099538e+01 0.00000000000000e+00
24 6.60785516992676e+00 2.77272845067298e+01 0.00000000000000e+00
25 9.83380367768025e+00 4.91736947937736e+01 0.00000000000000e+00
26 1.35772253049123e+01 7.40603152410786e+01 0.00000000000000e+00
27 3.30392758496338e+00 5.05732121660319e+01 0.00000000000000e+00
28 4.91690183884013e+00 6.12964173095538e+01 0.00000000000000e+00
29 6.78861265245613e+00 7.37397275332063e+01 0.00000000000000e+00
30 4.08249607912357e+01 7.56286508916375e+01 0.00000000000000e+00
31 7.03564151353162e+01 7.53149210597186e+01 0.00000000000000e+00
32 9.51623473530922e+00 1.23641589659049e+01 0.00000000000000e+00
33 1.64472744105836e+01 2.73678891577979e+01 0.00000000000000e+00
34 2.69317108606003e+01 5.00637130283880e+01 0.00000000000000e+00
35 9.67501920649473e+00 3.07689268798393e+01 0.00000000000000e+00
36 1.31405390441319e+01 3.82707919757858e+01 0.00000000000000e+00
37 1.83827572691403e+01 4.96187039110808e+01 0.00000000000000e+00
38 6.27207727605529e+01 5.05597651367410e+01 0.00000000000000e+00
39 1.27836012594767e+01 6.31576244634983e+00 0.00000000000000e+00
40 2.16254842812321e+01 1.25239475255735e+01 0.00000000000000e+00
41 3.75688650203856e+01 2.37183343064953e+01 0.00000000000000e+00
42 6.74944054348037e+01 2.53807971026229e+01 0.00000000000000e+00
1 102 2 6 
2 102 6 7 
3 102 7 8 
4 102 8 1 
5 102 2 9 
6 102 9 10 
7 102 10 11 
8 102 11 12 
9 102 12 3 
10 102 5 13 
11 102 13 14 
12 102 14 15 
13 102 15 16 
14 102 16 1 
15 102 3 17 
16 102 17 18 
17 102 18 19 
18 102 19 4 
19 102 4 20 
20 102 20 21 
21 102 21 22 
22 102 22 5 
23 204 2 9 23 6 
24 204 9 10 24 23 
25 204 10 11 27 24 
26 204 11 12 28 27 
27 204 12 3 29 28 
28 204 3 17 26 29 
29 204 27 28 25 24 
30 204 28 29 26 25 
31 204 17 18 30 26 
32 204 18 19 31 30 
33 204 19 4 20 31 
34 204 6 23 32 7 
35 204 23 24 35 32 
36 204 24 25 36 35 
37 204 25 26 37 36 
38 204 26 30 34 37 
39 204 35 36 33 32 
40 204 36 37 34 33 
41 204 30 31 38 34 
42 204 31 20 21 38 
43 204 7 32 39 8 
44 204 32 33 40 39 
45 204 33 34 41 40 
46 204 34 38 42 41 
47 204 38 21 22 42 
48 204 8 39 16 1 
49 204 39 40 15 16 
50 204 40 41 14 15 
51 204 41 42 13 14 
52 204 42 22 5 13 
